"","data.ST","data.AGEP","data.CIT","data.COW","data.ENG","data.LANX","data.SCHL","data.SEX","data.ANC1P","data.ANC2P","data.FOD1P","data.FOD2P","data.LANP","data.NATIVITY","data.OCCP","data.RAC1P"
"864668",13,80,1,NA,NA,2,18,2,22,999,NA,NA,NA,1,NA,1
"953597",17,80,1,NA,NA,2,19,1,902,999,NA,NA,NA,1,NA,2
"1151997",19,89,1,NA,NA,2,19,2,999,999,NA,NA,NA,1,NA,1
"1273833",22,71,1,1,NA,2,20,2,291,999,NA,NA,NA,1,3255,1
"430078",6,23,1,1,NA,2,21,1,706,811,5200,NA,NA,1,4760,9
"289378",6,88,1,NA,NA,2,14,1,22,21,NA,NA,NA,1,NA,1
"915702",15,70,1,NA,NA,2,16,1,50,84,NA,NA,NA,1,NA,1
"1294538",23,36,1,1,NA,2,16,1,50,89,NA,NA,NA,1,6260,1
"1018289",17,68,5,NA,NA,2,22,1,50,999,2408,NA,NA,2,NA,1
"628228",12,6,1,NA,NA,2,3,1,261,924,NA,NA,NA,1,NA,1
"690155",12,32,1,1,NA,2,16,1,999,999,NA,NA,NA,1,4250,1
"125175",5,11,1,NA,NA,2,7,1,999,999,NA,NA,NA,1,NA,1
"484414",6,55,1,NA,1,1,16,2,210,999,NA,NA,625,1,NA,8
"663244",12,75,1,NA,NA,2,19,2,22,142,NA,NA,NA,1,NA,1
"948751",17,20,1,6,1,1,19,1,750,999,NA,NA,724,1,5700,6
"1560207",27,94,1,NA,NA,2,19,2,999,999,NA,NA,NA,1,NA,1
"952234",17,58,1,6,NA,2,18,2,32,999,NA,NA,NA,1,4230,1
"834079",13,5,1,NA,1,1,2,2,901,237,NA,NA,625,1,NA,2
"1050573",17,56,1,1,NA,2,21,2,999,999,6000,NA,NA,1,4760,1
"101590",4,25,1,NA,NA,2,17,1,902,999,NA,NA,NA,1,NA,2
"1207181",21,61,1,6,NA,2,16,1,51,999,NA,NA,NA,1,4710,1
"1498051",26,17,1,1,NA,2,14,1,939,999,NA,NA,NA,1,4020,1
"624547",11,61,1,NA,NA,2,18,2,902,999,NA,NA,NA,1,NA,2
"907279",13,9,1,NA,NA,2,6,2,999,999,NA,NA,NA,1,NA,1
"386887",6,64,4,1,1,1,19,1,235,999,NA,NA,625,2,4465,1
"358705",6,67,4,NA,2,1,23,2,402,411,5200,NA,777,2,NA,1
"946390",17,38,1,3,NA,2,22,2,51,999,2313,NA,NA,1,2320,1
"193590",6,8,1,NA,1,1,6,2,223,999,NA,NA,625,1,NA,8
"539077",8,65,1,4,NA,2,19,1,91,87,NA,NA,NA,1,2540,1
"1584948",28,8,1,NA,NA,2,4,1,902,999,NA,NA,NA,1,NA,2
"505775",6,12,1,NA,1,1,9,2,210,999,NA,NA,625,1,NA,1
"246181",6,77,1,NA,1,1,16,1,32,50,NA,NA,723,1,NA,1
"24744",1,3,1,NA,NA,NA,1,2,999,999,NA,NA,NA,1,NA,1
"844089",13,67,4,1,NA,2,16,1,11,999,NA,NA,NA,2,4700,1
"129554",5,8,1,NA,NA,2,4,2,999,999,NA,NA,NA,1,NA,1
"409585",6,1,1,NA,NA,NA,NA,1,720,999,NA,NA,NA,1,NA,6
"529135",8,64,1,NA,NA,2,21,2,89,50,6203,NA,NA,1,NA,1
"755357",12,57,4,7,1,1,16,2,142,999,NA,NA,778,2,4760,1
"640796",12,11,1,NA,NA,2,8,2,32,50,NA,NA,NA,1,NA,1
"932721",16,74,1,NA,NA,2,14,2,22,999,NA,NA,NA,1,NA,1
"1250025",22,14,4,NA,1,1,11,1,785,999,NA,NA,728,2,NA,6
"1259852",22,32,1,2,NA,2,21,2,87,999,6209,NA,NA,1,630,1
"1308947",24,64,1,1,NA,2,22,1,50,999,6000,NA,NA,1,6440,1
"993764",17,29,4,1,1,1,19,2,152,999,NA,NA,651,2,5120,1
"106014",4,41,1,1,NA,2,18,1,32,999,NA,NA,NA,1,1105,1
"1305639",24,52,1,1,NA,2,22,2,996,999,5506,NA,NA,1,410,1
"630132",12,38,5,7,2,1,16,1,234,999,NA,NA,625,2,8450,1
"1571973",27,33,1,1,NA,2,19,1,142,999,NA,NA,NA,1,8220,1
"1384572",25,11,1,NA,NA,2,8,1,51,22,NA,NA,NA,1,NA,1
"1569794",27,30,1,7,NA,2,22,1,111,142,6005,NA,NA,1,2920,1
"144496",5,63,1,6,NA,2,18,1,902,999,NA,NA,NA,1,205,2
"999945",17,5,1,NA,3,1,1,2,210,999,NA,NA,625,1,NA,8
"1185374",20,61,1,6,NA,2,21,1,940,999,3401,NA,NA,1,5240,1
"1061734",17,46,5,1,3,1,1,2,210,999,NA,NA,625,2,8800,1
"333488",6,60,1,NA,NA,2,22,1,900,999,6200,NA,NA,1,NA,2
"215544",6,61,1,NA,NA,2,19,2,939,999,NA,NA,NA,1,NA,1
"70355",4,14,1,NA,NA,2,11,2,999,999,NA,NA,NA,1,NA,6
"62931",4,55,1,1,NA,2,21,2,32,91,3700,2309,NA,1,800,1
"1134367",18,39,1,6,NA,2,20,1,26,32,NA,NA,NA,1,2600,1
"1177383",20,69,1,2,NA,2,22,1,171,999,2309,NA,NA,1,2310,1
"1046339",17,56,5,NA,1,1,16,2,210,999,NA,NA,625,2,NA,1
"8351",1,12,1,NA,NA,2,8,1,902,999,NA,NA,NA,1,NA,9
"1340846",24,47,1,1,NA,2,22,1,21,234,2412,NA,NA,1,565,1
"1322824",24,63,1,5,NA,2,19,2,999,999,NA,NA,NA,1,136,2
"1196371",20,60,1,3,NA,2,20,1,940,999,NA,NA,NA,1,3850,1
"1096524",18,29,1,NA,NA,2,11,2,50,22,NA,NA,NA,1,NA,1
"1373240",25,58,5,1,2,1,16,2,226,999,NA,NA,625,2,4720,8
"747609",12,64,1,7,NA,2,16,1,924,999,NA,NA,NA,1,4200,1
"156592",6,68,1,NA,NA,2,11,2,939,999,NA,NA,NA,1,NA,1
"1342168",24,59,1,5,NA,2,19,1,903,999,NA,NA,NA,1,1910,2
"1087037",18,61,1,1,NA,2,20,1,999,999,NA,NA,NA,1,1540,1
"915828",15,7,1,NA,NA,2,3,2,939,999,NA,NA,NA,1,NA,1
"1206335",21,19,1,1,NA,2,19,1,939,999,NA,NA,NA,1,3955,1
"977108",17,57,1,5,NA,2,18,2,939,999,NA,NA,NA,1,5540,1
"976972",17,61,1,NA,NA,2,16,2,999,999,NA,NA,NA,1,NA,1
"666988",12,94,1,NA,NA,2,22,2,148,999,2304,2303,NA,1,NA,1
"267509",6,68,1,NA,NA,2,21,1,22,999,5098,NA,NA,1,NA,1
"439586",6,8,1,NA,NA,2,4,2,11,195,NA,NA,NA,1,NA,1
"1212487",21,53,1,1,NA,2,19,1,32,21,NA,NA,NA,1,6320,1
"237520",6,30,1,NA,NA,2,13,2,211,999,NA,NA,NA,1,NA,1
"1390119",25,1,1,NA,NA,NA,NA,1,32,87,NA,NA,NA,1,NA,1
"1110019",18,9,1,NA,NA,2,5,2,902,50,NA,NA,NA,1,NA,9
"24946",1,36,1,1,NA,2,17,1,902,999,NA,NA,NA,1,7810,2
"6617",1,43,1,1,NA,2,19,2,999,999,NA,NA,NA,1,3500,1
"271424",6,68,1,1,NA,2,21,1,924,999,6203,NA,NA,1,9130,1
"1143692",19,46,1,1,NA,2,16,1,87,999,NA,NA,NA,1,6520,1
"731199",12,13,1,NA,NA,2,9,1,939,999,NA,NA,NA,1,NA,1
"1070933",17,44,1,3,NA,2,22,1,902,999,5506,1903,NA,1,2310,2
"114529",4,46,1,1,NA,2,16,2,32,999,NA,NA,NA,1,9130,1
"1306920",24,78,1,3,NA,2,22,2,924,999,3301,NA,NA,1,5260,1
"712895",12,60,1,NA,1,1,21,2,22,999,6107,NA,607,1,NA,1
"366814",6,90,1,NA,NA,2,19,2,32,22,NA,NA,NA,1,NA,1
"496458",6,73,1,NA,NA,2,16,2,82,999,NA,NA,NA,1,NA,1
"748074",12,19,1,1,NA,2,15,2,939,999,NA,NA,NA,1,4110,1
"440070",6,2,1,NA,NA,NA,NA,2,51,94,NA,NA,NA,1,NA,1
"1006834",17,38,1,NA,NA,2,20,2,999,999,NA,NA,NA,1,NA,1
"1428925",25,65,1,3,NA,2,22,2,939,999,6209,NA,NA,1,2540,1
"1114226",18,56,1,1,NA,2,16,1,939,999,NA,NA,NA,1,4850,1
"379463",6,32,1,1,NA,2,21,2,32,999,6004,NA,NA,1,2630,1
"352924",6,66,1,1,NA,2,23,1,88,999,3609,NA,NA,1,3535,1
"147822",5,69,1,2,NA,2,16,2,50,999,NA,NA,NA,1,9000,1
"1316416",24,15,1,NA,NA,2,12,2,999,999,NA,NA,NA,1,NA,1
"1385895",25,88,1,NA,NA,2,16,2,935,999,NA,NA,NA,1,NA,1
"1029342",17,21,1,1,NA,2,19,1,111,999,NA,NA,NA,1,4320,1
"1254004",22,26,1,1,NA,2,16,2,51,999,NA,NA,NA,1,4720,1
"1609820",28,68,1,NA,NA,2,1,1,902,999,NA,NA,NA,1,NA,2
"737181",12,36,1,1,NA,2,22,2,50,26,5502,NA,NA,1,3150,1
"239122",6,63,4,NA,3,1,16,1,148,999,NA,NA,639,2,NA,1
"1223663",21,29,1,3,NA,2,22,1,50,22,2314,NA,NA,1,2320,1
"650583",12,24,1,1,NA,2,15,1,50,999,NA,NA,NA,1,4140,1
"1348330",24,25,4,1,1,1,20,1,529,999,NA,NA,796,2,3500,2
"1542213",27,14,1,NA,NA,2,11,1,32,82,NA,NA,NA,1,NA,1
"1375923",25,21,1,2,NA,2,20,2,148,999,NA,NA,NA,1,4600,1
"274160",6,11,3,NA,1,1,9,2,720,999,NA,NA,742,1,NA,6
"752336",12,12,1,NA,3,1,9,1,402,999,NA,NA,777,1,NA,9
"505853",6,17,1,1,1,1,16,1,210,999,NA,NA,625,1,5620,8
"9215",1,17,1,NA,NA,2,14,1,939,999,NA,NA,NA,1,NA,1
"401048",6,43,1,1,NA,2,16,2,51,26,NA,NA,NA,1,4760,1
"1480669",26,47,1,6,NA,2,19,2,21,50,NA,NA,NA,1,4350,1
"1599358",28,5,1,NA,NA,2,2,1,903,999,NA,NA,NA,1,NA,2
"1407696",25,39,4,1,1,1,21,2,177,152,6207,NA,649,2,120,1
"807069",12,19,1,NA,NA,2,14,1,261,32,NA,NA,NA,1,NA,1
"1251279",22,65,1,NA,NA,2,16,1,902,999,NA,NA,NA,1,NA,2
"739455",12,48,1,1,NA,2,18,1,994,999,NA,NA,NA,1,5350,1
"280478",6,8,1,NA,1,1,3,1,999,999,NA,NA,728,1,NA,6
"616942",10,66,1,4,NA,2,13,1,999,999,NA,NA,NA,1,4030,1
"1453213",26,46,1,2,NA,2,22,2,20,999,2304,2310,NA,1,2310,1
"1044936",17,48,1,6,NA,2,16,1,32,999,NA,NA,NA,1,205,1
"194150",6,17,1,NA,NA,2,14,1,215,22,NA,NA,NA,1,NA,3
"1447943",26,55,1,1,NA,2,20,1,917,999,NA,NA,NA,1,9130,3
"595025",9,40,1,1,NA,2,16,2,999,999,NA,NA,NA,1,4710,1
"1443949",26,39,1,1,NA,2,16,2,939,999,NA,NA,NA,1,4900,1
"747084",12,19,1,NA,NA,2,18,2,999,999,NA,NA,NA,1,NA,1
"1276435",22,45,1,1,NA,2,21,2,939,999,6104,NA,NA,1,3310,1
"1509479",26,70,1,NA,NA,2,22,2,22,999,2304,NA,NA,1,NA,1
"824836",13,68,1,NA,NA,2,16,1,902,999,NA,NA,NA,1,NA,1
"797261",12,47,1,1,NA,2,21,2,195,999,6201,NA,NA,1,5860,1
"497195",6,31,1,1,1,1,19,1,211,999,NA,NA,625,1,6230,1
"404455",6,69,1,NA,NA,2,19,2,89,999,NA,NA,NA,1,NA,1
"1450172",26,57,1,NA,NA,2,19,2,431,999,NA,NA,NA,1,NA,1
"762396",12,46,1,NA,NA,2,16,2,996,999,NA,NA,NA,1,NA,1
"303517",6,56,5,NA,3,1,1,2,706,999,NA,NA,708,2,NA,6
"117899",4,77,5,NA,4,1,1,2,429,999,NA,NA,777,2,NA,1
"991373",17,84,4,NA,4,1,11,2,275,999,NA,NA,625,2,NA,1
"780499",12,41,1,6,NA,2,20,1,22,32,NA,NA,NA,1,4510,1
"96924",4,52,1,3,NA,2,16,1,50,999,NA,NA,NA,1,4250,1
"508169",6,18,1,NA,NA,2,15,1,740,782,NA,NA,NA,1,NA,6
"385793",6,72,4,NA,4,1,1,2,999,999,NA,NA,726,2,NA,6
"351435",6,43,1,1,NA,2,11,2,999,999,NA,NA,NA,1,6040,1
"1129378",18,10,1,NA,NA,2,7,2,261,999,NA,NA,NA,1,NA,1
"435716",6,66,4,NA,1,1,19,2,720,999,NA,NA,742,2,NA,6
"1002497",17,4,1,NA,NA,NA,2,2,900,999,NA,NA,NA,1,NA,2
"650139",12,47,1,1,NA,2,19,2,32,97,NA,NA,NA,1,530,1
"813130",12,56,1,1,NA,2,18,1,924,999,NA,NA,NA,1,650,1
"300227",6,20,5,1,2,1,19,1,750,999,NA,NA,724,2,4110,6
"1046954",17,9,1,NA,NA,2,6,1,902,999,NA,NA,NA,1,NA,2
"1604470",28,18,1,1,NA,2,16,1,902,999,NA,NA,NA,1,5610,2
"75593",4,44,1,1,NA,2,19,1,50,999,NA,NA,NA,1,6260,1
"364755",6,53,1,1,1,1,21,2,924,999,3401,NA,625,1,4700,1
"1235441",21,93,4,NA,NA,2,16,2,46,999,NA,NA,NA,2,NA,1
"1174799",20,17,1,NA,NA,2,14,2,999,999,NA,NA,NA,1,NA,1
"69698",4,19,1,1,NA,2,18,2,195,999,NA,NA,NA,1,4600,1
"1184921",20,54,1,5,NA,2,13,1,999,999,NA,NA,NA,1,4020,1
"736007",12,22,1,1,NA,2,16,2,903,999,NA,NA,NA,1,5240,2
"75507",4,43,1,1,1,1,18,1,291,219,NA,NA,625,1,9000,8
"1077103",18,26,1,2,NA,2,19,1,50,32,NA,NA,NA,1,2040,1
"1563539",27,85,1,NA,NA,2,16,2,82,89,NA,NA,NA,1,NA,1
"176889",6,57,1,1,NA,2,23,1,50,999,6402,NA,NA,1,2100,1
"997111",17,54,1,1,NA,2,19,2,903,918,NA,NA,NA,1,4230,2
"663795",12,31,1,1,NA,2,13,1,50,32,NA,NA,NA,1,7315,1
"516370",6,36,1,4,1,1,21,2,210,999,4801,3202,625,1,4430,8
"1318526",24,10,4,NA,NA,2,8,1,902,999,NA,NA,NA,2,NA,2
"1513240",26,18,1,NA,NA,2,14,1,22,32,NA,NA,NA,1,NA,1
"1353043",24,68,1,1,NA,2,20,1,50,999,NA,NA,NA,1,10,1
"1481369",26,80,1,NA,NA,2,14,1,999,999,NA,NA,NA,1,NA,1
"315022",6,83,1,NA,NA,2,19,1,22,88,NA,NA,NA,1,NA,1
"1260688",22,53,1,1,NA,2,16,1,935,999,NA,NA,NA,1,7630,1
"1434546",26,70,1,2,NA,2,22,1,142,999,2300,NA,NA,1,2550,9
"922652",15,54,1,2,NA,2,18,2,82,999,NA,NA,NA,1,5120,1
"747935",12,65,1,1,NA,2,18,1,50,999,NA,NA,NA,1,430,1
"742334",12,38,4,NA,1,1,19,2,271,999,NA,NA,625,2,NA,1
"572825",8,13,1,NA,NA,2,10,2,50,32,NA,NA,NA,1,NA,1
"826521",13,12,1,NA,NA,2,10,1,999,999,NA,NA,NA,1,NA,1
"587336",9,55,1,1,NA,2,19,2,50,142,NA,NA,NA,1,3645,1
"1514387",26,78,1,NA,NA,2,11,1,24,999,NA,NA,NA,1,NA,1
"786872",12,45,1,6,2,1,16,1,999,999,NA,NA,625,1,4250,1
"1362632",25,45,4,1,2,1,9,2,222,999,NA,NA,625,2,7750,1
"1159859",19,53,1,NA,NA,2,16,2,50,32,NA,NA,NA,1,NA,1
"808956",12,8,1,NA,NA,2,5,2,142,999,NA,NA,NA,1,NA,1
"1240022",21,45,1,1,NA,2,16,1,999,999,NA,NA,NA,1,7330,1
"1126307",18,27,1,1,NA,2,16,2,50,999,NA,NA,NA,1,9360,1
"733844",12,11,1,NA,1,1,8,2,336,999,NA,NA,623,1,NA,2
"1444814",26,31,1,1,NA,2,21,1,32,148,5301,4001,NA,1,5860,1
"1072895",18,16,1,NA,NA,2,12,1,50,999,NA,NA,NA,1,NA,1
"408603",6,42,5,1,3,1,1,2,210,999,NA,NA,625,2,8320,1
"1593201",28,30,1,1,NA,2,16,1,939,999,NA,NA,NA,1,4760,1
"282647",6,11,1,NA,1,1,8,1,210,999,NA,NA,625,1,NA,1
"607640",9,68,1,7,NA,2,17,1,51,999,NA,NA,NA,1,430,1
"290407",6,8,1,NA,NA,2,5,2,924,814,NA,NA,NA,1,NA,9
"978168",17,46,5,1,3,1,9,1,210,999,NA,NA,625,2,6260,1
"1130812",18,67,1,NA,NA,2,19,2,999,999,NA,NA,NA,1,NA,1
"1532950",27,85,1,1,NA,2,13,2,26,22,NA,NA,NA,1,4110,1
"336708",6,62,1,7,NA,2,21,2,22,999,6203,NA,NA,1,120,1
"662757",12,18,1,1,NA,2,16,2,51,26,NA,NA,NA,1,4050,1
"451632",6,41,4,1,1,1,21,2,416,999,3600,NA,656,2,3255,1
"57081",4,66,1,1,NA,2,19,1,87,918,NA,NA,NA,1,2630,1
"1225661",21,11,1,NA,NA,2,8,1,917,50,NA,NA,NA,1,NA,1
"89610",4,69,1,4,1,1,24,1,82,89,2601,3600,607,1,2200,1
"1562662",27,2,1,NA,NA,NA,NA,1,32,999,NA,NA,NA,1,NA,1
"907050",13,33,1,1,NA,2,16,2,999,999,NA,NA,NA,1,3030,2
"844995",13,8,1,NA,NA,2,5,1,195,999,NA,NA,NA,1,NA,1
"795549",12,48,5,6,1,1,16,2,32,26,NA,NA,607,2,2600,1
"658918",12,74,1,NA,NA,2,21,1,88,999,5505,NA,NA,1,NA,1
"572973",8,42,1,7,NA,2,19,2,999,999,NA,NA,NA,1,5700,1
"903703",13,26,1,1,NA,2,1,1,51,50,NA,NA,NA,1,6260,1
"1414198",25,90,1,NA,NA,2,16,2,142,999,NA,NA,NA,1,NA,1
"1163925",19,39,1,1,NA,2,20,2,82,999,NA,NA,NA,1,1965,1
"899149",13,10,1,NA,NA,2,6,1,939,999,NA,NA,NA,1,NA,1
"254318",6,8,1,NA,1,1,6,2,51,50,NA,NA,625,1,NA,1
"520296",6,45,1,1,NA,2,22,1,271,999,1401,5601,NA,1,600,1
"1529023",26,22,1,1,1,1,18,1,32,148,NA,NA,625,1,4720,1
"1482630",26,62,1,2,NA,2,16,2,999,999,NA,NA,NA,1,3600,1
"1142927",19,5,1,NA,2,1,1,2,211,999,NA,NA,625,1,NA,1
"666712",12,28,4,7,3,1,16,1,271,999,NA,NA,625,2,9130,1
"1224305",21,41,1,1,NA,2,16,1,939,999,NA,NA,NA,1,20,1
"1374087",25,66,1,3,NA,2,21,2,50,999,2602,NA,NA,1,2310,1
"1287011",22,89,1,NA,NA,2,18,2,939,999,NA,NA,NA,1,NA,1
"1563863",27,55,1,1,NA,2,18,1,21,50,NA,NA,NA,1,1550,1
"1028038",17,45,5,6,3,1,16,1,218,999,NA,NA,625,2,4710,1
"395056",6,52,1,2,NA,2,20,2,51,999,NA,NA,NA,1,430,1
"935522",16,72,3,NA,NA,2,16,2,999,999,NA,NA,NA,1,NA,1
"559591",8,18,1,NA,NA,2,14,1,939,999,NA,NA,NA,1,NA,1
"955065",17,79,1,1,NA,2,18,2,22,999,NA,NA,NA,1,4600,1
"468684",6,58,1,1,NA,2,19,1,50,999,NA,NA,NA,1,50,1
"117278",4,60,1,3,NA,2,23,2,22,920,2300,NA,NA,1,5700,1
"897476",13,69,1,NA,NA,2,18,2,998,999,NA,NA,NA,1,NA,1
"483392",6,2,1,NA,NA,NA,NA,1,210,999,NA,NA,NA,1,NA,8
"1097320",18,51,1,6,NA,2,19,1,32,999,NA,NA,NA,1,6230,1
"1557288",27,36,1,1,NA,2,18,1,32,999,NA,NA,NA,1,430,1
"916263",15,70,2,NA,2,1,20,2,814,999,NA,NA,767,1,NA,7
"989145",17,13,1,NA,NA,2,9,2,50,999,NA,NA,NA,1,NA,1
"1403671",25,66,1,1,NA,2,19,1,22,50,NA,NA,NA,1,1007,1
"1611002",28,0,1,NA,NA,NA,NA,1,939,999,NA,NA,NA,1,NA,1
"644076",12,6,1,NA,3,1,3,2,210,999,NA,NA,625,1,NA,1
"1519748",26,6,1,NA,NA,2,1,1,21,82,NA,NA,NA,1,NA,1
"28818",1,40,1,1,NA,2,20,2,89,999,NA,NA,NA,1,5120,1
"144845",5,69,1,NA,NA,2,19,1,999,999,NA,NA,NA,1,NA,1
"1532750",27,4,1,NA,NA,NA,1,1,32,999,NA,NA,NA,1,NA,1
"1480963",26,44,1,3,NA,2,16,2,939,999,NA,NA,NA,1,4230,1
"337729",6,19,1,1,1,1,18,1,210,999,NA,NA,625,1,4020,1
"1538797",27,48,1,1,NA,2,16,1,999,999,NA,NA,NA,1,9130,1
"572896",8,14,1,NA,NA,2,11,2,46,21,NA,NA,NA,1,NA,9
"715495",12,57,1,1,NA,2,19,1,88,32,NA,NA,NA,1,8255,1
"290163",6,49,4,1,2,1,15,2,615,999,NA,NA,665,2,8740,9
"379273",6,1,1,NA,NA,NA,NA,1,999,999,NA,NA,NA,1,NA,9
"44118",1,74,1,NA,NA,2,21,1,11,32,6203,NA,NA,1,NA,1
"55666",4,69,1,NA,1,1,14,2,917,999,NA,NA,862,1,NA,3
"715389",12,37,1,NA,NA,2,16,2,88,999,NA,NA,NA,1,NA,1
"885791",13,63,1,NA,NA,2,14,1,999,999,NA,NA,NA,1,NA,2
"438006",6,30,4,1,1,1,19,2,210,999,NA,NA,625,2,5610,1
"627817",12,11,1,NA,NA,2,8,2,21,26,NA,NA,NA,1,NA,1
"1571024",27,20,1,2,NA,2,19,2,924,195,NA,NA,NA,1,3600,1
"715319",12,49,1,7,NA,2,19,1,51,22,NA,NA,NA,1,10,1
"1258813",22,44,1,6,NA,2,21,1,999,999,6203,NA,NA,1,4710,1
"1182173",20,47,1,1,NA,2,19,2,924,999,NA,NA,NA,1,5860,1
"566218",8,7,1,NA,NA,2,4,2,26,32,NA,NA,NA,1,NA,1
"367354",6,72,5,NA,NA,2,16,2,88,999,NA,NA,NA,2,NA,1
"820609",13,41,1,1,NA,2,21,1,32,129,5501,NA,NA,1,10,1
"783035",12,20,1,1,1,1,14,1,776,261,NA,NA,720,1,4430,9
"1280512",22,15,1,NA,NA,2,11,1,26,32,NA,NA,NA,1,NA,1
"303423",6,40,5,1,3,1,22,1,750,999,2413,NA,724,2,1410,6
"1389162",25,55,1,1,NA,2,21,1,50,32,1401,NA,NA,1,20,1
"344192",6,58,5,NA,3,1,11,1,210,999,NA,NA,625,2,NA,8
"1135203",18,19,1,1,NA,2,19,2,26,999,NA,NA,NA,1,5620,1
"623528",11,34,1,2,NA,2,23,2,999,999,5506,5502,NA,1,1650,1
"1234094",21,35,1,1,NA,2,16,1,924,999,NA,NA,NA,1,9130,1
"1022218",17,51,5,NA,4,1,15,2,210,999,NA,NA,625,2,NA,2
"59969",4,25,1,1,NA,2,16,2,924,740,NA,NA,NA,1,4030,9
"1357913",24,44,1,4,NA,2,16,2,924,999,NA,NA,NA,1,5000,1
"1182169",20,36,1,1,NA,2,16,1,918,50,NA,NA,NA,1,510,1
"696996",12,57,1,1,1,1,16,1,261,999,NA,NA,625,1,5240,1
"1438510",26,81,1,NA,NA,2,16,1,32,999,NA,NA,NA,1,NA,1
"1583795",27,54,4,1,2,1,12,1,210,999,NA,NA,625,2,9640,1
"325018",6,4,1,NA,NA,NA,2,1,999,999,NA,NA,NA,1,NA,1
"1576327",27,53,1,NA,NA,2,19,1,32,82,NA,NA,NA,1,NA,1
"903109",13,54,1,5,NA,2,20,1,939,999,NA,NA,NA,1,1550,1
"1440267",26,79,1,1,NA,2,18,1,26,999,NA,NA,NA,1,8030,1
"1302130",24,38,1,1,NA,2,11,2,999,999,NA,NA,NA,1,5620,1
"1459178",26,93,3,NA,3,1,8,2,51,999,NA,NA,619,1,NA,1
"764002",12,81,4,NA,2,1,11,2,26,999,NA,NA,620,2,NA,1
"1547116",27,12,1,NA,NA,2,9,2,32,152,NA,NA,NA,1,NA,1
"965910",17,37,1,1,NA,2,20,2,900,999,NA,NA,NA,1,4600,2
"1131534",18,49,1,1,NA,2,21,1,32,999,2400,NA,NA,1,4850,1
"1591661",28,55,1,NA,NA,2,16,2,999,999,NA,NA,NA,1,NA,2
"1526100",26,54,1,NA,NA,2,13,2,50,917,NA,NA,NA,1,NA,1
"1101478",18,56,1,2,NA,2,17,2,918,999,NA,NA,NA,1,3600,1
"1328248",24,36,4,2,1,1,22,2,125,999,5200,NA,682,2,2320,1
"769098",12,59,4,1,1,1,18,2,32,142,NA,NA,607,2,3200,1
"139350",5,70,1,NA,NA,2,13,2,999,999,NA,NA,NA,1,NA,1
"185255",6,6,1,NA,NA,2,3,1,999,999,NA,NA,NA,1,NA,1
"1032405",17,22,1,1,1,1,19,2,210,999,NA,NA,625,1,4760,1
"1302043",24,58,5,6,3,1,16,1,750,999,NA,NA,724,2,310,6
"1225845",21,25,1,2,NA,2,14,1,917,32,NA,NA,NA,1,4760,1
"495720",6,18,1,1,NA,2,14,2,210,999,NA,NA,NA,1,4600,8
"1397230",25,35,1,4,NA,2,21,2,50,22,6199,NA,NA,1,3300,1
"734881",12,28,1,6,NA,2,20,1,902,999,NA,NA,NA,1,5240,2
"1437058",26,77,1,NA,NA,2,22,1,195,995,1100,NA,NA,1,NA,1
"1567800",27,14,1,NA,NA,2,10,2,32,999,NA,NA,NA,1,NA,1
"1146448",19,57,1,1,NA,2,16,1,32,999,NA,NA,NA,1,7315,1
"738944",12,55,1,1,NA,2,16,2,22,26,NA,NA,NA,1,4760,1
"675127",12,45,1,2,1,1,22,2,920,999,6107,NA,620,1,2200,2
"753742",12,53,1,4,NA,2,16,2,51,50,NA,NA,NA,1,4220,1
"70147",4,56,1,1,NA,2,17,1,995,999,NA,NA,NA,1,3930,1
"431380",6,7,1,NA,1,1,4,2,211,999,NA,NA,625,1,NA,1
"598724",9,12,1,NA,NA,2,9,1,999,999,NA,NA,NA,1,NA,9
"1082845",18,55,1,1,NA,2,16,1,32,22,NA,NA,NA,1,9130,1
"170233",6,65,1,NA,NA,2,19,1,32,999,NA,NA,NA,1,NA,1
"1096575",18,49,3,1,NA,2,16,2,32,999,NA,NA,NA,1,5240,1
"1025429",17,17,1,1,NA,2,13,1,32,999,NA,NA,NA,1,4720,1
"534473",8,35,1,1,NA,2,19,2,920,26,NA,NA,NA,1,910,1
"221329",6,38,1,1,NA,2,21,1,50,22,5504,NA,NA,1,1550,1
"1277983",22,74,1,1,NA,2,18,1,22,291,NA,NA,NA,1,7000,1
"1247301",22,0,1,NA,NA,NA,NA,1,599,999,NA,NA,NA,1,NA,2
"290222",6,72,1,2,NA,2,23,1,148,32,3601,NA,NA,1,3060,1
"1336689",24,45,1,1,NA,2,18,2,902,999,NA,NA,NA,1,710,2
"1040623",17,20,1,1,NA,2,16,1,902,999,NA,NA,NA,1,4020,2
"921312",15,70,1,NA,NA,2,16,1,740,999,NA,NA,NA,1,NA,6
"1081455",18,39,1,1,NA,2,16,1,50,999,NA,NA,NA,1,7220,1
"231725",6,34,1,NA,NA,2,18,2,210,999,NA,NA,NA,1,NA,1
"621992",11,54,1,2,NA,2,24,1,32,999,6402,NA,NA,1,1650,1
"388402",6,53,1,5,NA,2,20,2,291,50,NA,NA,NA,1,5550,1
"393882",6,86,5,NA,3,1,16,2,32,999,NA,NA,607,2,NA,1
"1610305",28,21,1,1,NA,2,19,2,999,999,NA,NA,NA,1,4110,1
"1530581",27,69,1,NA,NA,2,16,1,32,999,NA,NA,NA,1,NA,1
"1254352",22,66,1,NA,NA,2,9,2,939,999,NA,NA,NA,1,NA,1
