"","data.ST","data.AGEP","data.CIT","data.COW","data.ENG","data.LANX","data.SCHL","data.SEX","data.ANC1P","data.ANC2P","data.FOD1P","data.FOD2P","data.LANP","data.NATIVITY","data.OCCP","data.RAC1P"
"1168873",19,34,1,NA,NA,2,18,2,999,999,NA,NA,NA,1,NA,1
"1190125",20,54,5,3,4,1,5,2,210,999,NA,NA,625,2,4610,1
"1593577",28,88,1,NA,NA,2,16,2,939,999,NA,NA,NA,1,NA,1
"4945",1,67,1,3,NA,2,16,2,999,999,NA,NA,NA,1,2540,2
"1355192",24,9,1,NA,NA,2,6,1,50,32,NA,NA,NA,1,NA,1
"325151",6,39,5,1,1,1,19,2,795,999,NA,NA,742,2,5120,6
"629029",12,53,1,NA,NA,2,21,2,902,999,6203,NA,NA,1,NA,2
"734714",12,8,1,NA,NA,2,5,1,902,999,NA,NA,NA,1,NA,2
"1227051",21,41,2,5,1,1,19,2,261,999,NA,NA,625,1,5860,1
"592493",9,47,1,7,NA,2,20,1,51,999,NA,NA,NA,1,7200,1
"1576078",27,17,1,1,NA,2,14,2,183,999,NA,NA,NA,1,3655,1
"1166361",19,69,1,NA,NA,2,16,2,939,999,NA,NA,NA,1,NA,1
"1081710",18,57,1,1,NA,2,16,1,21,999,NA,NA,NA,1,8740,1
"386894",6,22,1,9,NA,2,19,2,903,999,NA,NA,NA,1,9920,2
"1561705",27,11,1,NA,NA,2,8,1,939,999,NA,NA,NA,1,NA,1
"709440",12,8,1,NA,NA,2,4,2,902,999,NA,NA,NA,1,NA,2
"417981",6,45,1,1,NA,2,15,1,999,999,NA,NA,NA,1,9600,2
"1156386",19,54,1,NA,NA,2,20,2,183,999,NA,NA,NA,1,NA,1
"1310980",24,21,1,5,NA,2,20,2,22,50,NA,NA,NA,1,5860,1
"1508293",26,52,1,1,NA,2,13,1,32,918,NA,NA,NA,1,9130,1
"1575785",27,71,1,1,NA,2,21,2,22,94,6107,NA,NA,1,3255,1
"113631",4,7,1,NA,NA,2,4,2,51,50,NA,NA,NA,1,NA,1
"468956",6,43,4,1,NA,2,21,1,999,999,5501,NA,NA,2,110,1
"546304",8,69,1,NA,NA,2,17,2,902,999,NA,NA,NA,1,NA,2
"449752",6,41,1,2,NA,2,21,2,51,939,3401,2300,NA,1,2300,1
"1371683",25,62,1,NA,NA,2,20,2,22,999,NA,NA,NA,1,NA,1
"252000",6,47,1,1,NA,2,20,2,920,142,NA,NA,NA,1,350,1
"313978",6,61,1,1,NA,2,20,1,22,999,NA,NA,NA,1,3600,1
"604130",9,58,1,1,NA,2,18,1,51,999,NA,NA,NA,1,1050,1
"1129129",18,93,1,1,NA,2,23,1,999,999,6201,6200,NA,1,1550,1
"1233576",21,44,1,1,NA,2,18,2,32,82,NA,NA,NA,1,5700,1
"1489902",26,71,1,2,NA,2,21,2,999,999,2312,NA,NA,1,3255,1
"1442649",26,33,1,1,NA,2,16,1,903,999,NA,NA,NA,1,9600,2
"1428462",25,57,1,2,NA,2,21,2,939,999,6206,NA,NA,1,230,1
"1132776",18,50,1,1,NA,2,16,1,142,999,NA,NA,NA,1,6200,1
"1102178",18,69,1,2,NA,2,20,2,142,935,NA,NA,NA,1,3255,1
"34569",1,21,1,1,NA,2,19,1,939,999,NA,NA,NA,1,5240,1
"1230669",21,76,1,NA,NA,2,16,2,939,999,NA,NA,NA,1,NA,1
"710421",12,52,1,1,NA,2,13,1,22,999,NA,NA,NA,1,4840,1
"1435573",26,65,4,1,NA,2,16,2,88,24,NA,NA,NA,2,5110,1
"479464",6,30,5,1,NA,2,21,1,782,999,6004,NA,NA,2,1430,6
"1314279",24,28,1,5,NA,2,22,2,21,91,5506,NA,NA,1,1020,1
"784491",12,82,1,NA,NA,2,16,2,939,999,NA,NA,NA,1,NA,1
"1341447",24,62,1,1,NA,2,22,2,50,999,6107,NA,NA,1,3255,1
"902482",13,56,1,4,NA,2,22,2,12,32,6203,NA,NA,1,5940,1
"1024823",17,11,1,NA,NA,2,7,1,902,924,NA,NA,NA,1,NA,9
"1002332",17,27,1,1,NA,2,20,1,32,87,NA,NA,NA,1,4700,1
"1324261",24,24,2,1,1,1,16,2,999,999,NA,NA,625,1,3640,9
"1535897",27,42,1,4,NA,2,22,1,32,999,2309,NA,NA,1,2310,1
"1261280",22,54,1,1,NA,2,16,1,999,999,NA,NA,NA,1,8730,1
"9938",1,81,1,1,NA,2,21,1,87,999,1302,NA,NA,1,6005,1
"1195196",20,6,1,NA,NA,2,2,2,939,999,NA,NA,NA,1,NA,1
"1198444",20,50,1,1,NA,2,20,2,26,999,NA,NA,NA,1,3255,1
"976326",17,41,4,1,NA,2,21,2,142,999,6207,NA,NA,2,800,1
"658193",12,63,1,NA,NA,2,21,2,51,999,2300,NA,NA,1,NA,1
"1328038",24,14,1,NA,NA,2,10,1,902,999,NA,NA,NA,1,NA,2
"533775",8,16,1,NA,NA,2,13,1,51,32,NA,NA,NA,1,NA,1
"420238",6,83,1,NA,NA,2,17,2,22,999,NA,NA,NA,1,NA,1
"110146",4,33,1,2,NA,2,11,1,999,999,NA,NA,NA,1,8965,6
"963391",17,46,1,1,NA,2,16,1,50,51,NA,NA,NA,1,6515,1
"1574445",27,46,1,1,NA,2,18,2,924,999,NA,NA,NA,1,4220,1
"1275454",22,48,1,1,1,1,21,2,902,999,6107,NA,623,1,3255,2
"155537",6,4,1,NA,NA,NA,1,1,210,999,NA,NA,NA,1,NA,8
"1605318",28,19,1,1,NA,2,18,1,32,999,NA,NA,NA,1,9620,1
"381491",6,49,1,1,NA,2,16,1,32,920,NA,NA,NA,1,7810,9
"89790",4,48,3,1,2,1,16,1,999,999,NA,NA,625,1,7150,1
"1539715",27,4,1,NA,NA,NA,1,2,89,82,NA,NA,NA,1,NA,1
"807147",12,76,1,7,NA,2,19,1,32,97,NA,NA,NA,1,4700,1
"490633",6,13,1,NA,1,1,10,2,999,999,NA,NA,708,1,NA,6
"1354595",24,31,1,3,NA,2,19,1,903,999,NA,NA,NA,1,3930,2
"892416",13,17,1,NA,NA,2,13,2,999,999,NA,NA,NA,1,NA,1
"1559022",27,67,1,1,NA,2,16,2,32,999,NA,NA,NA,1,4720,1
"1406926",25,66,1,NA,NA,2,18,2,87,999,NA,NA,NA,1,NA,1
"1423762",25,34,1,1,NA,2,19,1,50,999,NA,NA,NA,1,1550,9
"869696",13,42,5,1,2,1,21,1,200,999,2412,NA,625,2,1050,8
"252678",6,76,1,NA,NA,2,22,1,32,89,1302,NA,NA,1,NA,1
"1569242",27,88,1,NA,NA,2,16,2,82,999,NA,NA,NA,1,NA,1
"12152",1,45,1,NA,NA,2,19,2,902,999,NA,NA,NA,1,NA,2
"1598727",28,61,1,1,NA,2,20,2,50,999,NA,NA,NA,1,800,1
"138825",5,59,1,1,NA,2,16,2,22,918,NA,NA,NA,1,4510,1
"52041",2,4,1,NA,NA,NA,1,2,922,999,NA,NA,NA,1,NA,4
"1342607",24,64,1,3,NA,2,24,2,902,999,2304,NA,NA,1,2310,2
"11200",1,0,1,NA,NA,NA,NA,1,50,111,NA,NA,NA,1,NA,1
"684325",12,6,1,NA,NA,2,1,2,902,999,NA,NA,NA,1,NA,2
"464737",6,24,1,3,1,1,18,2,429,999,NA,NA,777,1,2310,9
"494647",6,55,5,1,1,1,20,2,720,999,NA,NA,742,2,3320,6
"813741",12,77,1,NA,NA,2,16,2,939,999,NA,NA,NA,1,NA,1
"1127728",18,62,1,1,NA,2,16,1,939,999,NA,NA,NA,1,8220,1
"315792",6,61,1,NA,NA,2,16,2,920,999,NA,NA,NA,1,NA,3
"1527653",26,48,1,1,NA,2,20,1,999,999,NA,NA,NA,1,4220,1
"1144045",19,38,1,1,NA,2,14,1,903,999,NA,NA,NA,1,9640,2
"411470",6,55,1,NA,NA,2,19,2,46,32,NA,NA,NA,1,NA,1
"448577",6,25,1,1,2,1,15,2,222,999,NA,NA,625,1,9350,8
"1589335",28,56,1,4,3,1,21,2,920,999,5404,NA,625,1,2010,2
"166714",6,50,1,NA,NA,2,4,2,999,999,NA,NA,NA,1,NA,1
"1524531",26,46,1,1,NA,2,21,1,142,999,6203,NA,NA,1,5700,1
"26814",1,1,1,NA,NA,NA,NA,2,939,999,NA,NA,NA,1,NA,1
"714361",12,63,1,1,NA,2,18,2,50,32,NA,NA,NA,1,4760,1
"367349",6,94,1,1,NA,2,21,2,999,999,3600,NA,NA,1,5000,2
"280020",6,33,4,1,2,1,17,1,703,703,NA,NA,726,2,1460,6
"767474",12,39,2,1,1,1,19,1,261,999,NA,NA,625,1,5000,1
"1366153",25,46,1,9,NA,2,16,1,51,26,NA,NA,NA,1,9920,1
"60524",4,86,1,NA,1,1,14,1,210,999,NA,NA,625,1,NA,1
"698407",12,0,1,NA,NA,NA,NA,1,913,999,NA,NA,NA,1,NA,1
"1239252",21,64,1,2,NA,2,22,1,22,50,2305,NA,NA,1,2320,1
"933165",16,7,1,NA,1,1,4,2,291,999,NA,NA,625,1,NA,1
"1447213",26,36,1,1,NA,2,12,1,902,999,NA,NA,NA,1,9620,2
"781663",12,57,5,6,2,1,19,1,234,999,NA,NA,620,2,2000,9
"1220735",21,56,1,1,NA,2,21,2,425,999,6212,NA,NA,1,8350,1
"858066",13,81,1,6,NA,2,16,2,148,998,NA,NA,NA,1,4010,1
"217894",6,0,1,NA,NA,NA,NA,1,22,87,NA,NA,NA,1,NA,1
"1304880",24,77,4,NA,2,1,24,1,51,999,5506,NA,619,2,NA,1
"1516977",26,59,1,1,NA,2,16,1,8,999,NA,NA,NA,1,9130,1
"625120",11,50,1,1,NA,2,16,1,902,999,NA,NA,NA,1,5400,2
"441849",6,57,1,1,NA,2,12,1,999,999,NA,NA,NA,1,6355,1
"1132509",18,52,1,1,NA,2,19,1,50,22,NA,NA,NA,1,4220,1
"536334",8,40,1,1,NA,2,20,2,111,999,NA,NA,NA,1,520,1
"1377265",25,66,1,NA,NA,2,22,1,50,22,2304,NA,NA,1,NA,1
"1052622",17,68,1,5,NA,2,16,1,24,82,NA,NA,NA,1,4700,1
"393021",6,7,1,NA,NA,2,4,1,720,706,NA,NA,NA,1,NA,6
"1000108",17,42,4,1,1,1,22,1,142,999,2407,NA,645,2,1020,1
"276379",6,64,4,1,1,1,19,1,720,291,NA,NA,744,2,7240,6
"233582",6,37,1,1,NA,2,22,1,24,999,5003,NA,NA,1,140,1
"1589381",28,26,1,1,1,1,20,2,785,999,NA,NA,728,1,4720,6
"987766",17,34,5,NA,2,1,20,2,200,999,NA,NA,625,2,NA,9
"283109",6,66,1,1,NA,2,18,2,88,999,NA,NA,NA,1,5700,1
"460411",6,24,1,1,NA,2,15,1,939,999,NA,NA,NA,1,4020,8
"1067599",17,51,1,3,NA,2,16,2,142,999,NA,NA,NA,1,2540,1
"67558",4,27,1,3,NA,2,21,1,32,84,2306,NA,NA,1,2320,1
"382031",6,40,1,1,NA,2,14,1,211,999,NA,NA,NA,1,6050,1
"1003380",17,38,1,5,NA,2,16,2,32,999,NA,NA,NA,1,5550,1
"12186",1,8,1,NA,NA,2,5,1,902,999,NA,NA,NA,1,NA,2
"329950",6,35,5,1,4,1,5,2,210,999,NA,NA,625,2,4230,8
"162516",6,19,4,1,1,1,16,2,785,999,NA,NA,728,2,4720,6
"1407065",25,64,1,1,NA,2,18,2,50,999,NA,NA,NA,1,5120,1
"53105",2,50,1,1,NA,2,17,1,999,999,NA,NA,NA,1,136,1
"1242504",21,46,1,1,NA,2,21,1,26,998,6200,NA,NA,1,6660,1
"1085309",18,44,1,1,NA,2,17,2,999,999,NA,NA,NA,1,4720,1
"332504",6,54,4,5,2,1,15,2,210,999,NA,NA,625,2,4020,1
"1010561",17,39,1,1,NA,2,16,1,999,999,NA,NA,NA,1,9130,1
"784600",12,37,1,1,NA,2,21,2,21,26,3301,2304,NA,1,5700,1
"651697",12,51,1,3,NA,2,21,2,50,999,6109,NA,NA,1,2550,1
"1034310",17,70,1,NA,NA,2,17,1,924,999,NA,NA,NA,1,NA,1
"1229803",21,65,1,NA,NA,2,21,1,939,999,5506,4801,NA,1,NA,1
"1603494",28,15,1,NA,NA,2,12,2,999,999,NA,NA,NA,1,NA,2
"226075",6,13,1,NA,NA,2,10,2,902,999,NA,NA,NA,1,NA,2
"1415336",25,18,1,1,NA,2,16,1,50,999,NA,NA,NA,1,5620,1
"568471",8,6,1,NA,NA,2,3,2,32,50,NA,NA,NA,1,NA,1
"769772",12,40,5,1,3,1,20,1,200,999,NA,NA,625,2,140,1
"931257",16,2,1,NA,NA,NA,NA,2,999,999,NA,NA,NA,1,NA,1
"1518299",26,72,1,NA,NA,2,20,2,50,32,NA,NA,NA,1,NA,1
"1040280",17,22,1,NA,NA,2,19,1,32,3,NA,NA,NA,1,NA,1
"1058153",17,42,4,7,1,1,22,1,225,999,2408,2414,625,2,710,1
"1007093",17,68,4,1,NA,2,22,2,26,291,2601,NA,NA,2,4920,1
"1198761",20,41,5,1,2,1,21,1,720,999,2408,NA,742,2,7750,6
"473130",6,10,5,NA,1,1,7,2,222,999,NA,NA,625,2,NA,8
"64954",4,57,1,1,NA,2,16,1,195,999,NA,NA,NA,1,4110,1
"404107",6,11,1,NA,1,1,6,1,210,999,NA,NA,625,1,NA,1
"903216",13,75,1,NA,NA,2,19,2,32,88,NA,NA,NA,1,NA,1
"1154354",19,35,1,3,NA,2,16,1,210,999,NA,NA,NA,1,5520,1
"933351",16,7,1,NA,NA,2,4,1,924,999,NA,NA,NA,1,NA,1
"405076",6,75,5,NA,4,1,16,1,782,999,NA,NA,712,2,NA,6
"353540",6,23,1,3,NA,2,16,1,917,999,NA,NA,NA,1,3930,3
"1021834",17,13,1,NA,NA,2,11,2,999,999,NA,NA,NA,1,NA,2
"753846",12,25,1,1,NA,2,20,2,996,999,NA,NA,NA,1,4965,1
"1396527",25,79,1,1,NA,2,22,2,51,999,6402,NA,NA,1,430,1
"1511011",26,53,1,1,NA,2,16,2,22,88,NA,NA,NA,1,5240,1
"866462",13,62,1,NA,NA,2,16,2,22,999,NA,NA,NA,1,NA,1
"482646",6,65,1,NA,NA,2,19,2,32,50,NA,NA,NA,1,NA,1
"1531788",27,42,5,4,NA,2,20,2,541,999,NA,NA,NA,2,5820,2
"166802",6,15,1,NA,NA,2,13,1,924,999,NA,NA,NA,1,NA,1
"1138126",19,39,1,1,NA,2,18,2,32,999,NA,NA,NA,1,5300,1
"1013295",17,73,1,NA,NA,2,16,2,32,999,NA,NA,NA,1,NA,1
"527182",8,13,1,NA,NA,2,11,2,32,50,NA,NA,NA,1,NA,1
"1597208",28,38,1,1,NA,2,17,2,999,999,NA,NA,NA,1,3655,2
"159577",6,49,1,1,NA,2,17,1,32,88,NA,NA,NA,1,6355,1
"1340066",24,30,1,1,NA,2,16,1,903,999,NA,NA,NA,1,6230,2
"35548",1,47,1,2,NA,2,19,2,902,999,NA,NA,NA,1,4940,2
"1134980",18,61,1,1,NA,2,16,2,22,918,NA,NA,NA,1,430,1
"971999",17,59,1,1,NA,2,20,1,32,999,NA,NA,NA,1,6355,1
"664908",12,46,1,1,NA,2,21,2,902,999,6203,NA,NA,1,800,2
"1495343",26,72,1,NA,NA,2,16,1,88,999,NA,NA,NA,1,NA,1
"955933",17,18,1,1,NA,2,16,2,999,999,NA,NA,NA,1,4020,1
"27931",1,55,1,1,NA,2,18,2,999,999,NA,NA,NA,1,740,1
"374219",6,60,1,NA,NA,2,16,1,26,89,NA,NA,NA,1,NA,1
"435794",6,24,1,1,NA,2,19,1,226,999,NA,NA,NA,1,4050,1
"1329952",24,4,1,NA,NA,NA,1,1,902,720,NA,NA,NA,1,NA,9
"662984",12,94,1,NA,NA,2,18,2,51,999,NA,NA,NA,1,NA,1
"287237",6,56,1,NA,NA,2,18,2,32,999,NA,NA,NA,1,NA,1
"969483",17,56,1,4,NA,2,23,2,51,89,5200,NA,NA,1,2100,1
"319631",6,49,4,1,NA,2,21,1,22,50,6402,NA,NA,2,4720,1
"1344504",24,50,1,6,NA,2,21,2,51,999,1903,NA,NA,1,2630,1
"480844",6,52,4,1,1,1,22,1,706,999,2408,NA,708,2,1020,1
"1576142",27,51,1,1,NA,2,20,1,82,20,NA,NA,NA,1,5000,1
"1508974",26,52,1,1,NA,2,16,1,22,999,NA,NA,NA,1,4850,1
"884964",13,16,1,NA,NA,2,12,2,51,939,NA,NA,NA,1,NA,1
"1613638",28,61,1,1,NA,2,16,2,999,999,NA,NA,NA,1,4020,2
"1564093",27,57,1,3,NA,2,17,2,917,999,NA,NA,NA,1,4220,3
"984830",17,17,1,NA,1,1,16,2,210,999,NA,NA,625,1,NA,8
"1331716",24,59,1,1,NA,2,19,1,32,998,NA,NA,NA,1,20,1
"965081",17,3,1,NA,NA,NA,1,1,720,999,NA,NA,NA,1,NA,6
"843963",13,2,1,NA,NA,NA,NA,2,924,999,NA,NA,NA,1,NA,1
"32791",1,37,1,1,NA,2,18,2,32,51,NA,NA,NA,1,3645,1
"1399983",25,23,1,2,1,1,19,2,510,999,NA,NA,629,1,3655,8
"806207",12,87,1,NA,NA,2,21,2,939,999,2601,NA,NA,1,NA,1
"1361577",25,55,1,1,NA,2,16,1,26,999,NA,NA,NA,1,7950,1
"719649",12,74,1,NA,NA,2,17,2,112,999,NA,NA,NA,1,NA,1
"210907",6,37,1,NA,NA,2,15,1,902,999,NA,NA,NA,1,NA,2
"18529",1,35,1,1,NA,2,18,1,924,999,NA,NA,NA,1,7750,1
"441405",6,34,4,1,1,1,16,2,222,999,NA,NA,625,2,3645,8
"233660",6,41,4,1,1,1,21,2,785,999,2100,NA,728,2,800,6
"857544",13,3,1,NA,NA,NA,1,1,996,999,NA,NA,NA,1,NA,1
"1491852",26,6,1,NA,NA,2,4,1,50,999,NA,NA,NA,1,NA,1
"1604942",28,65,1,NA,NA,2,18,1,939,999,NA,NA,NA,1,NA,1
"606504",9,58,1,6,NA,2,19,2,999,999,NA,NA,NA,1,1860,1
"1367743",25,71,1,NA,NA,2,18,2,22,999,NA,NA,NA,1,NA,1
"820407",13,36,1,1,NA,2,21,2,32,920,6107,NA,NA,1,3255,1
"1314603",24,68,1,5,NA,2,21,2,902,999,6203,4901,NA,1,1020,2
"1589230",28,12,1,NA,NA,2,8,1,902,999,NA,NA,NA,1,NA,2
"58495",4,68,1,7,NA,2,22,1,939,999,6207,NA,NA,1,10,1
"729878",12,69,1,7,NA,2,20,2,22,918,NA,NA,NA,1,430,1
"5486",1,84,1,NA,NA,2,16,1,50,999,NA,NA,NA,1,NA,1
"745267",12,61,1,1,NA,2,21,2,939,50,6000,NA,NA,1,4230,1
"1390466",25,38,1,1,NA,2,21,1,195,999,2102,NA,NA,1,1020,1
"1339966",24,48,1,5,NA,2,18,1,22,26,NA,NA,NA,1,5600,1
"652000",12,49,1,1,NA,2,19,2,999,999,NA,NA,NA,1,4120,1
"1059133",17,49,1,1,NA,2,19,2,935,917,NA,NA,NA,1,800,5
"1291714",23,5,1,NA,NA,2,2,1,129,94,NA,NA,NA,1,NA,1
"1368293",25,56,1,NA,NA,2,16,2,26,32,NA,NA,NA,1,NA,1
"1389731",25,72,1,NA,NA,2,16,2,26,999,NA,NA,NA,1,NA,1
"684700",12,8,5,NA,3,1,3,1,999,999,NA,NA,625,2,NA,8
"1471479",26,50,1,6,NA,2,21,2,996,999,6205,5501,NA,1,10,2
"1074255",18,84,1,NA,NA,2,19,2,999,999,NA,NA,NA,1,NA,1
"1057372",17,58,1,1,NA,2,11,1,50,999,NA,NA,NA,1,8255,1
"270084",6,36,4,4,1,1,21,2,785,999,6203,NA,728,2,630,6
"611439",10,76,1,NA,NA,2,6,1,87,999,NA,NA,NA,1,NA,1
"1575907",27,18,1,2,NA,2,18,2,50,32,NA,NA,NA,1,4220,1
"1427362",25,56,1,1,NA,2,19,2,129,50,NA,NA,NA,1,5600,1
"213320",6,87,1,NA,NA,2,16,1,20,32,NA,NA,NA,1,NA,1
"24366",1,6,1,NA,NA,2,4,1,999,999,NA,NA,NA,1,NA,2
"346306",6,13,1,NA,1,1,10,2,924,222,NA,NA,625,1,NA,9
"1249210",22,66,1,1,NA,2,16,2,902,999,NA,NA,NA,1,3655,2
"279381",6,21,1,6,NA,2,18,2,939,999,NA,NA,NA,1,4760,1
"308412",6,59,3,4,NA,2,20,2,32,740,NA,NA,NA,1,5700,9
"516179",6,9,1,NA,1,1,6,2,210,999,NA,NA,625,1,NA,1
"836138",13,2,1,NA,NA,NA,NA,2,32,50,NA,NA,NA,1,NA,1
"726537",12,39,1,1,NA,2,16,2,51,999,NA,NA,NA,1,4760,1
"250304",6,45,1,1,NA,2,19,1,999,999,NA,NA,NA,1,6200,1
"1294427",23,78,1,NA,NA,2,16,1,924,999,NA,NA,NA,1,NA,1
"315183",6,35,1,4,NA,2,19,1,195,999,NA,NA,NA,1,3850,1
"1182065",20,40,1,1,NA,2,20,2,924,999,NA,NA,NA,1,4810,1
"1220648",21,28,1,NA,NA,2,16,2,50,32,NA,NA,NA,1,NA,1
"77904",4,37,1,1,NA,2,21,2,50,89,6201,NA,NA,1,120,1
"756650",12,32,1,1,NA,2,21,1,999,999,5506,NA,NA,1,50,1
"1089786",18,2,1,NA,NA,NA,NA,1,335,32,NA,NA,NA,1,NA,1
"295067",6,27,1,1,NA,2,22,2,924,999,2300,NA,NA,1,50,1
"1283869",22,38,1,1,NA,2,21,2,26,291,6004,NA,NA,1,4110,1
"349653",6,51,5,NA,3,1,12,2,210,999,NA,NA,625,2,NA,8
"1483222",26,20,1,1,NA,2,19,2,26,920,NA,NA,NA,1,1107,1
"913479",13,47,1,1,NA,2,21,2,999,999,2503,NA,NA,1,3255,1
"1377260",25,9,1,NA,NA,2,5,1,995,999,NA,NA,NA,1,NA,1
"1406999",25,60,5,NA,2,1,7,2,84,999,NA,NA,629,2,NA,1
"46453",1,76,1,NA,NA,2,12,2,902,999,NA,NA,NA,1,NA,2
"475164",6,79,4,NA,3,1,6,1,999,999,NA,NA,625,2,NA,1
"788836",12,2,1,NA,NA,NA,NA,2,939,999,NA,NA,NA,1,NA,1
"1271852",22,31,1,1,NA,2,14,1,32,999,NA,NA,NA,1,7750,1
"702266",12,68,4,1,1,1,16,1,271,999,NA,NA,625,2,4700,1
"1013966",17,48,1,5,NA,2,23,1,32,999,6201,NA,NA,1,2100,1
"826137",13,83,1,NA,NA,2,14,2,999,999,NA,NA,NA,1,NA,1
"1181429",20,20,1,6,NA,2,16,2,89,902,NA,NA,NA,1,4600,9
"1470776",26,38,1,1,NA,2,16,1,999,999,NA,NA,NA,1,6230,1
"986034",17,64,1,1,NA,2,15,2,996,999,NA,NA,NA,1,4510,1
"1157634",19,60,1,NA,NA,2,16,2,32,999,NA,NA,NA,1,NA,1
"781377",12,68,1,NA,NA,2,16,2,924,999,NA,NA,NA,1,NA,1
"1905",1,18,1,NA,NA,2,18,2,902,999,NA,NA,NA,1,NA,2
"616947",10,33,1,1,NA,2,19,2,902,50,NA,NA,NA,1,4030,2
"661181",12,74,1,1,NA,2,19,1,50,999,NA,NA,NA,1,2000,1
"958576",17,73,1,NA,NA,2,16,1,32,999,NA,NA,NA,1,NA,1
"643390",12,44,1,7,NA,2,1,1,919,142,NA,NA,NA,1,6240,1
"1153608",19,9,1,NA,NA,2,5,2,999,999,NA,NA,NA,1,NA,1
"648360",12,55,1,NA,NA,2,16,2,902,999,NA,NA,NA,1,NA,2
"1334956",24,43,5,1,4,1,15,2,210,999,NA,NA,625,2,8950,8
"845630",13,39,4,1,3,1,9,2,210,999,NA,NA,625,2,4020,8
"1394138",25,73,1,NA,NA,2,16,2,50,26,NA,NA,NA,1,NA,1
"863230",13,21,1,1,NA,2,19,2,51,50,NA,NA,NA,1,360,1
"756050",12,26,1,1,NA,2,16,2,50,26,NA,NA,NA,1,4700,1
"732238",12,65,1,NA,NA,2,21,1,22,32,2311,NA,NA,1,NA,1
"1567571",27,3,1,NA,NA,NA,1,2,82,50,NA,NA,NA,1,NA,1
"677869",12,45,1,9,NA,2,16,2,599,999,NA,NA,NA,1,9920,2
"1606696",28,21,1,1,NA,2,18,2,939,999,NA,NA,NA,1,3420,1
"935165",16,42,1,1,NA,2,19,1,50,999,NA,NA,NA,1,4720,1
"414434",6,30,4,1,3,1,19,2,999,999,NA,NA,742,2,4510,6
"433354",6,29,5,NA,1,1,12,2,210,999,NA,NA,625,2,NA,1
"815152",12,79,1,NA,NA,2,16,2,925,924,NA,NA,NA,1,NA,1
"1201195",21,2,1,NA,NA,NA,NA,1,32,50,NA,NA,NA,1,NA,1
"240507",6,56,1,2,NA,2,16,2,999,999,NA,NA,NA,1,9120,2
"1261156",22,63,1,1,NA,2,18,1,924,999,NA,NA,NA,1,530,1
"1433327",26,56,1,1,NA,2,16,1,999,999,NA,NA,NA,1,7700,1
"830008",13,61,1,1,NA,2,19,1,939,999,NA,NA,NA,1,110,1
"831808",13,52,1,1,NA,2,20,1,924,999,NA,NA,NA,1,6200,1
"1431220",26,81,1,NA,NA,2,15,2,50,26,NA,NA,NA,1,NA,1
"750424",12,69,1,NA,NA,2,17,1,22,50,NA,NA,NA,1,NA,1
"935013",16,23,1,3,NA,2,16,1,996,999,NA,NA,NA,1,3930,3
"913111",13,21,1,NA,NA,2,16,2,939,999,NA,NA,NA,1,NA,2
"597752",9,12,1,NA,NA,2,9,2,32,999,NA,NA,NA,1,NA,1
"83151",4,46,1,4,NA,2,19,2,32,999,NA,NA,NA,1,3645,1
"384506",6,19,1,NA,1,1,19,1,706,999,NA,NA,708,1,NA,6
"527554",8,49,1,5,NA,2,19,2,32,26,NA,NA,NA,1,5540,1
"1577022",27,70,1,NA,NA,2,16,2,82,999,NA,NA,NA,1,NA,1
"1333790",24,3,1,NA,NA,NA,2,2,902,999,NA,NA,NA,1,NA,2
"622792",11,41,4,2,NA,2,19,2,903,999,NA,NA,NA,2,4610,2
"529786",8,52,1,NA,NA,2,19,1,939,50,NA,NA,NA,1,NA,1
"1186024",20,57,1,6,NA,2,20,1,142,999,NA,NA,NA,1,205,1
"1273303",22,32,5,1,1,1,21,2,720,999,1901,NA,742,2,2830,6
"1247465",22,1,1,NA,NA,NA,NA,1,46,50,NA,NA,NA,1,NA,1
"756471",12,55,1,1,NA,2,21,1,50,999,1901,NA,NA,1,2830,1
"1101933",18,25,1,NA,NA,2,17,2,50,999,NA,NA,NA,1,NA,1
"1598808",28,60,1,3,NA,2,21,2,425,26,3301,NA,NA,1,430,1
"431809",6,27,1,2,NA,2,21,2,32,26,4801,NA,NA,1,2010,1
"285356",6,33,1,3,NA,2,21,1,87,999,6203,NA,NA,1,3710,1
"1102801",18,76,1,NA,NA,2,19,2,22,999,NA,NA,NA,1,NA,1
"1573639",27,76,1,NA,NA,2,16,1,82,999,NA,NA,NA,1,NA,1
"1041190",17,19,1,1,NA,2,18,1,32,999,NA,NA,NA,1,7210,1
"230312",6,14,1,NA,NA,2,10,2,84,919,NA,NA,NA,1,NA,1
"308788",6,12,1,NA,1,1,10,2,210,999,NA,NA,625,1,NA,8
"1394765",25,16,1,NA,1,1,12,1,291,999,NA,NA,625,1,NA,8
"890066",13,42,2,NA,NA,2,11,1,261,999,NA,NA,NA,1,NA,1
"978390",17,42,4,1,1,1,21,2,615,999,2102,NA,704,2,430,6
"766061",12,28,4,7,3,1,1,2,271,999,NA,NA,625,2,4610,1
"1310102",24,32,5,2,2,1,24,1,706,999,6105,NA,708,2,1650,6
"790063",12,4,1,NA,NA,NA,1,1,210,999,NA,NA,NA,1,NA,1
"591823",9,70,1,1,NA,2,22,1,125,50,2414,NA,NA,1,10,1
"516376",6,12,1,NA,NA,2,10,1,924,142,NA,NA,NA,1,NA,1
"1299359",23,81,1,NA,NA,2,16,1,999,999,NA,NA,NA,1,NA,1
